source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	action	precedence	audit_status	source_exists	source_resolved_path	destination_class	canonical_path	canonical_exists	chapter_status	next_action	global_disposition
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/23	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-15.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	exact sequence	exact sequences	V/09	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	free module|projective	free/projective modules	V/13	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	flat module|flatness	flat modules	V/14	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.SECTION	SECTION_OR_SUBSECTION	resolution	resolutions	V/23	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact sequence)	problem|exercise|solution|worked problem	V/09	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact sequence)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/09	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free module|projective)	problem|exercise|solution|worked problem	V/13	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free module|projective)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/13	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(flat module|flatness)	problem|exercise|solution|worked problem	V/14	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(flat module|flatness)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/14	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch14_flat_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(resolution)	problem|exercise|solution|worked problem	V/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/09	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-16.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	A/I|M/IM|tensor	tensor quotient identity	V/11	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	associated prime|Ass	associated primes	V/17	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	support	support	V/16	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(A/I|M/IM|tensor)	problem|exercise|solution|worked problem	V/11	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(A/I|M/IM|tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(associated prime|Ass)	problem|exercise|solution|worked problem	V/17	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(associated prime|Ass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/17	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch17_associated_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(support)	problem|exercise|solution|worked problem	V/16	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(support)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/16	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch16_support/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-1s.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	tensor|quotient	tensor and quotients	V/10	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	base change|fiber	base change	V/11	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	Spec|spectrum|fiber	spectrum/fiber bridge	VI/23	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor|quotient)	problem|exercise|solution|worked problem	V/10	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor|quotient)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(base change|fiber)	problem|exercise|solution|worked problem	V/11	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(base change|fiber)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch11_quotients_and_base_change/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Spec|spectrum|fiber)	problem|exercise|solution|worked problem	VI/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Spec|spectrum|fiber)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/23	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-2.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	I-adic|adic|completion	I-adic topology	V/18	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	residue field|local ring	local/residue fields	V/08	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	splitting field|field extension	field extensions/splitting	V/08	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(I-adic|adic|completion)	problem|exercise|solution|worked problem	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(I-adic|adic|completion)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(residue field|local ring)	problem|exercise|solution|worked problem	V/08	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(residue field|local ring)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(splitting field|field extension)	problem|exercise|solution|worked problem	V/08	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(splitting field|field extension)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/18	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-3.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	completion|complete ring|I-adic	completion	V/18	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	Noetherian|Krull intersection	Noetherian completion	V/15	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	local ring|m-adic	local completion	V/18	MIGRATE	100	CURATED_TOPIC_MAP	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(completion|complete ring|I-adic)	problem|exercise|solution|worked problem	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(completion|complete ring|I-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Noetherian|Krull intersection)	problem|exercise|solution|worked problem	V/15	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Noetherian|Krull intersection)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/15	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch15_noetherian_rings_and_modules/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(local ring|m-adic)	problem|exercise|solution|worked problem	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(local ring|m-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/18	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	chapters/tex/theory-of-commutative-algebra-4.tex	CANONICAL_CHAPTER	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex	YES	FROZEN	COMPLETE	MAPPED_TO_FROZEN_CANONICAL_CHAPTER
