source_file	source_family	source_block_id	block_kind	source_selector	source_title_or_pattern	destination	destination_title	action	precedence	coverage_rule	canonical_source	notes	audit_status
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	free resolution	free resolutions	V/23	Free Resolutions	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	syzygy	syzygies	V/24	Syzygies	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	minimal resolution	minimal resolutions	V/25	Minimal Resolutions	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free resolution)	problem|exercise|solution|worked problem	V/23	Free Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	Free Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(syzygy)	problem|exercise|solution|worked problem	V/24	Syzygies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(syzygy)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/24	Syzygies	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(minimal resolution)	problem|exercise|solution|worked problem	V/25	Minimal Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(minimal resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/25	Minimal Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-15.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/23	Free Resolutions	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	exact sequence	exact sequences	V/09	Modules and Exact Sequences	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	free module|projective	free/projective modules	V/13	Free and Projective Modules	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	flat module|flatness	flat modules	V/14	Flat Modules	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.SECTION	SECTION_OR_SUBSECTION	resolution	resolutions	V/23	Free Resolutions	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(exact sequence)	problem|exercise|solution|worked problem	V/09	Modules and Exact Sequences	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(exact sequence)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/09	Modules and Exact Sequences	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(free module|projective)	problem|exercise|solution|worked problem	V/13	Free and Projective Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(free module|projective)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/13	Free and Projective Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(flat module|flatness)	problem|exercise|solution|worked problem	V/14	Flat Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(flat module|flatness)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/14	Flat Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(resolution)	problem|exercise|solution|worked problem	V/23	Free Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(resolution)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/23	Free Resolutions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-16.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/09	Modules and Exact Sequences	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	A/I|M/IM|tensor	tensor quotient identity	V/11	Quotients and Base Change	MIGRATE	100	EXPLICIT_SELECTOR	YES	expanded pedagogical source	CURATED_TOPIC_MAP
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	associated prime|Ass	associated primes	V/17	Associated Primes	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	support	support	V/16	Support	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(A/I|M/IM|tensor)	problem|exercise|solution|worked problem	V/11	Quotients and Base Change	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(A/I|M/IM|tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	Quotients and Base Change	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(associated prime|Ass)	problem|exercise|solution|worked problem	V/17	Associated Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(associated prime|Ass)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/17	Associated Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(support)	problem|exercise|solution|worked problem	V/16	Support	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(support)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/16	Support	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-1s.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	Tensor Products	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	tensor|quotient	tensor and quotients	V/10	Tensor Products	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	base change|fiber	base change	V/11	Quotients and Base Change	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	Spec|spectrum|fiber	spectrum/fiber bridge	VI/23	Fiber Products	MIGRATE	100	EXPLICIT_SELECTOR	YES	move geometric interpretation to Vol VI	CURATED_TOPIC_MAP
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor|quotient)	problem|exercise|solution|worked problem	V/10	Tensor Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor|quotient)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	Tensor Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(base change|fiber)	problem|exercise|solution|worked problem	V/11	Quotients and Base Change	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(base change|fiber)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/11	Quotients and Base Change	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Spec|spectrum|fiber)	problem|exercise|solution|worked problem	VI/23	Fiber Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Spec|spectrum|fiber)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VI/23	Fiber Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-2.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/10	Tensor Products	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	I-adic|adic|completion	I-adic topology	V/18	Completion and I-Adic Topology	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	residue field|local ring	local/residue fields	V/08	Local Rings and Localization at Primes	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	splitting field|field extension	field extensions/splitting	V/08	Local Rings and Localization at Primes	MIGRATE	100	EXPLICIT_SELECTOR	YES	retain only as local/residue-field prerequisite or appendix note	CURATED_TOPIC_MAP
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(I-adic|adic|completion)	problem|exercise|solution|worked problem	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(I-adic|adic|completion)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(residue field|local ring)	problem|exercise|solution|worked problem	V/08	Local Rings and Localization at Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(residue field|local ring)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	Local Rings and Localization at Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(splitting field|field extension)	problem|exercise|solution|worked problem	V/08	Local Rings and Localization at Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(splitting field|field extension)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/08	Local Rings and Localization at Primes	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-3.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/18	Completion and I-Adic Topology	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	completion|complete ring|I-adic	completion	V/18	Completion and I-Adic Topology	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	Noetherian|Krull intersection	Noetherian completion	V/15	Noetherian Rings and Modules	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	local ring|m-adic	local completion	V/18	Completion and I-Adic Topology	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(completion|complete ring|I-adic)	problem|exercise|solution|worked problem	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(completion|complete ring|I-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Noetherian|Krull intersection)	problem|exercise|solution|worked problem	V/15	Noetherian Rings and Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Noetherian|Krull intersection)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/15	Noetherian Rings and Modules	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(local ring|m-adic)	problem|exercise|solution|worked problem	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(local ring|m-adic)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/18	Completion and I-Adic Topology	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-4.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/18	Completion and I-Adic Topology	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	Hom|localization of Hom	Hom and localization	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	100	EXPLICIT_SELECTOR	YES	Three editorial states of the same family; v2 is preferred extraction source.	CURATED_TOPIC_MAP
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	finitely generated|finitely presented|presentation	finitely generated/presented modules	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	100	EXPLICIT_SELECTOR	YES	Three editorial states of the same family; v2 is preferred extraction source.	CURATED_TOPIC_MAP
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.SECTION	SECTION_OR_SUBSECTION	tensor-Hom|Hom.*tensor	tensor-Hom relations	V/10	Tensor Products	PREFERRED_SOURCE	100	EXPLICIT_SELECTOR	YES	Three editorial states of the same family; v2 is preferred extraction source.	CURATED_TOPIC_MAP
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Hom|localization of Hom)	problem|exercise|solution|worked problem	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Hom|localization of Hom)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(finitely generated|finitely presented|presentation)	problem|exercise|solution|worked problem	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(finitely generated|finitely presented|presentation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tensor-Hom|Hom.*tensor)	problem|exercise|solution|worked problem	V/10	Tensor Products	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tensor-Hom|Hom.*tensor)	definition|theorem|lemma|proposition|corollary|remark|warning|example	V/10	Tensor Products	PREFERRED_SOURCE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-commutative-algebra-5-professional-v2.tex	COMMUTATIVE_ALGEBRA	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	V/12	Hom and Finitely Presented Modules	PREFERRED_SOURCE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T01.SECTION	SECTION_OR_SUBSECTION	Hom|localization of Hom	Hom and localization	V/12	Hom and Finitely Presented Modules	COMPARE_AND_MIGRATE	100	EXPLICIT_SELECTOR	COMPARE	Three editorial states of the same family; v2 is preferred extraction source.	CURATED_TOPIC_MAP
theory-of-commutative-algebra-5-professional.tex	COMMUTATIVE_ALGEBRA	T02.SECTION	SECTION_OR_SUBSECTION	finitely generated|finitely presented|presentation	finitely generated/presented modules	V/12	Hom and Finitely Presented Modules	COMPARE_AND_MIGRATE	100	EXPLICIT_SELECTOR	COMPARE	Three editorial states of the same family; v2 is preferred extraction source.	CURATED_TOPIC_MAP
