chapter	ordinal	label	title	source_line	hint_sha256	hint_words	own_solution_similarity	nearest_neighbor_solution_similarity	duplicate_hint_count	status	hint	notes
III/11	16	exr:iii11-expand-08	Convolution theorem	398	cdc49ce172db97ea9f463259106307a5c8118d12c1602ece5c99376eaef562c7	7	0.0000	0.0000	1	PASS	Use Fubini and a change of variables.	-
III/11	17	exr:iii11-expand-09	Derivative proof	408	9223e51ea82ebbb636f2e5f4cad9ab09063fff3bcca425ff400dbf37e68c5c43	3	0.0000	0.0000	3	PASS	Integrate by parts.	-
III/11	18	exr:iii11-expand-10	Riemann-Lebesgue converse	420	3a3b5059f906d3e297a001aa6ad60da294b5345699372455ba5e34e3c20600c9	5	0.0000	0.0000	1	PASS	The lemma is one-way.	-
III/11	19	exr:iii11-expand-11	Scaling error	430	7ceab83a1d6bdeec78f58ab9a9255176c8b9d2823f11bec14f430968a13fff05	5	0.0000	0.0909	1	PASS	Check the transform at zero.	-
III/11	20	exr:iii11-expand-12	Inversion hypothesis	440	7c1efe1f1ed1ba55acd7c0d1c6eb1d6326542aa82d287cea1adb9c3786c23da1	4	0.0000	0.0000	1	PASS	Inversion requires extra hypotheses.	-
III/11	21	exr:iii11-expand-13	Filtering	452	76b2ddaad7968f87df183d65ac3d605de66c4ef2791d07373b977b866f70d61a	4	0.0000	0.0000	1	PASS	Use the convolution theorem.	-
III/11	22	exr:iii11-expand-14	Constant-coefficient PDE	462	d85355cb74365ac3b91691b736efec93d63d23848d5095f45955414d3f1aff8a	4	0.0000	0.0000	1	PASS	Derivatives become polynomial multipliers.	-
III/11	23	exr:iii11-expand-15	Moment identity	474	a040b387d4200c2ce755459b8167c12a262c167e50223d70b36c0111a94f53b6	4	0.0000	0.0000	1	PASS	Differentiate under the integral.	-
III/11	24	exr:iii11-expand-16	Uncertainty scaling	484	ec6ae4dddeba913b2e37ee4661757931afe255a3a0c323665e0213b0a066674a	3	0.0000	0.0000	1	PASS	Use reciprocal scaling.	-
III/12	1	exr:iii12-01		221	d5e3e095cd3cf743fb9d7574d8c6631166d2d86e9c4364c1212845672dd30594	16	0.0000	0.0000	1	PASS	Complete the square in the exponent and compare the transformed Gaussian with the original Gaussian family.	-
III/12	2	exr:iii12-02		231	3e2210a46986faad1f8d624171af4f669f333e55077b09a2ecfd50e53d4dbeca	18	0.0357	0.0312	1	PASS	Differentiate the Gaussian transform identity with respect to frequency to generate transforms of \(x^k e^{-ax^2}\).	-
III/12	3	exr:iii12-03		241	0952f05f277dc3e59d451881fec0a1a679a6eea3df0f98626555152cb74092d4	18	0.0000	0.0588	1	PASS	Multiplication by \(x\) in physical space becomes differentiation in frequency; apply the rule instead of reintegrating from scratch.	-
III/12	4	exr:iii12-04		251	628ee9e8d44f4cb232e04a692a0b33d671940488e70779e6bfb3e3cca2748fcd	14	0.0294	0.0645	1	PASS	Differentiate in the Gaussian parameter when justified to produce moments or heat-kernel identities.	-
III/12	5	exr:iii12-05		261	113dde6fdf68e564a9a403d70507ce1f124921493cff6157ea1e089ed72ed0cf	17	0.0625	0.0588	1	PASS	For the heat kernel, transform the PDE so the time evolution becomes a scalar ODE in frequency.	-
III/12	6	exr:iii12-06		271	2e55fdb6bdfd31cbac64ab29caee63ce4c2c775474a1a5769492b01887728672	15	0.0606	0.0938	1	PASS	Check mass conservation by integrating the Gaussian kernel or evaluating its transform at zero frequency.	-
III/12	7	exr:iii12-07		281	f0b8b2ccde69c13fc5bc0b58f013ac76c04584c66caaebff7f812ea8164726c5	11	0.0000	0.0270	1	PASS	Spatial narrowing corresponds to frequency widening; derive the scaling law quantitatively.	-
III/12	8	exr:iii12-08		291	3c7d9687346dbc3970b7b1233c60a5838131d68c1a50703f4e3c954e2709b0a8	15	0.0000	0.0833	1	PASS	Normalize constants by testing the formula at a parameter value whose integral is already known.	-
III/12	9	exr:iii12-expand-01	Gaussian integral	308	1840f1f725d9de47409861cbab886ae5fc37b12453f43be3eaa3b0b858b6dfe1	4	0.0000	0.0000	1	PASS	Use the chapter normalization.	-
III/12	10	exr:iii12-expand-02	Self transform	318	b9094c7855ac8f9b917f701d04a33da4b95cbf60495ab113cf8138f45f0ca567	3	0.0000	0.0000	1	PASS	Use self-reciprocity.	-
III/12	11	exr:iii12-expand-03	Scaled Gaussian	328	fb679e4005a3b316531e97a546d5572f4d5a65cfb6f50a28ed5764ef6ced94ca	3	0.0000	0.0000	1	PASS	Use a=4.	-
III/12	12	exr:iii12-expand-04	Derivative	338	f1242a4f8f1429ebd7a8569767dc2693dd2cccd8bdfec217af034be60f48986f	3	0.0000	0.0000	1	PASS	Use chain rule.	-
III/12	13	exr:iii12-expand-05	Heat multiplier	348	b7900d73d4baba673e7bcd246ff2834dc85099eb1f3386159d153a65ddbfb99a	3	0.0000	0.0000	1	PASS	Recall transform solution.	-
III/12	14	exr:iii12-expand-06	Gaussian ODE	360	9bac33f9a45c29da9b2539cb48d75095f9e6b8ca65a4a3ce0adfc2674e425806	7	0.0000	0.0000	1	PASS	Differentiate in frequency and integrate by parts.	-
III/12	15	exr:iii12-expand-07	Scaled formula	370	845fbd2d9155278a7d428cd3377f5c777de4235bc1ede4ec6e5d2c96ace93363	8	0.2000	0.0000	1	PASS	Apply Fourier scaling to G(sqrt(a)x).	-
III/12	16	exr:iii12-expand-08	Semigroup proof	380	c905f7b5fee7a0fd37ced0bde856d548037954e786f243a178b54e217795c334	2	0.0000	0.0000	1	PASS	Transform convolution.	-
III/12	17	exr:iii12-expand-09	Tensor product	390	ab5c049b6c06e5235aa6120a4d97a2e93471b5ac50fdede90b9740dadc3d56e0	7	0.0000	0.0000	1	PASS	Both Gaussian and kernel split by coordinates.	-
III/12	18	exr:iii12-expand-10	Normalization	402	ae62dc21b3b414450588208e9f969203edd22d26b81d8d0617331ed49c239a2c	7	0.0000	0.0000	1	PASS	The placement of 2 pi changes scaling.	-
III/12	19	exr:iii12-expand-11	Differentiate under integral	412	b5ff6b731f837668312fc0cad1cb63a30fb64a861c36a40458c49c26744c0c01	5	0.0000	0.0000	1	PASS	Need integrable control on moments.	-
III/12	20	exr:iii12-expand-12	Width	422	6f2b56784f7c493572f29ca547e4bb4947c0e06f6238531cec1f0e0d81ca58be	3	0.0000	0.0000	1	PASS	Scaling is reciprocal.	-
III/12	21	exr:iii12-expand-13	Heat smoothing	434	d8e23cf9c35dd1643fc1043d23f8f400abf80cc4b6a2c33c7fef100b94f6cbda	3	0.0000	0.0000	1	PASS	Inspect the multiplier.	-
III/12	22	exr:iii12-expand-14	Gaussian filtering	444	c6dcfa3cbf699b62697b3c77b916b8240094677a3d3fb7bee739b0f386ea1b09	4	0.0000	0.0000	1	PASS	Use the semigroup law.	-
III/12	23	exr:iii12-expand-15	Hermite structure	456	ee68a9dc3046081f6db7a539e665ba571def574bc3bee6f005606968c79d7c27	4	0.0000	0.0000	1	PASS	Induct with product rule.	-
III/12	24	exr:iii12-expand-16	Parameter derivative	466	0214e60209d01ab6211a8899c972e4fd584c01555eec38aef9713b0b53eeafdb	8	0.0769	0.0769	1	PASS	Differentiate the Gaussian family before and after transform.	-
III/13	1	exr:iii13-01		233	4a0b7f54577bc1d9de856b5cfc60b9c0361769bfcb89d7faf7de203874bd3289	15	0.0625	0.0000	1	PASS	Use Plancherel to move the inner product to frequency space before estimating the transformed expression.	-
III/13	2	exr:iii13-02		243	9a4184146f0ade0349cfbdc51c93ebc9abd78febad95fa6dd9552b4a925a27ce	23	0.1290	0.0606	1	PASS	Define the \(L^2\) transform by density from Schwartz or \(L^1\cap L^2\) functions, not by assuming the integral exists pointwise.	-
III/13	3	exr:iii13-03		253	0f12d819c1f5ddc10532011caf47638eaeb7c075dd0ba9ed23a37f2b5c9c3be3	14	0.1481	0.0312	1	PASS	Parseval is the inner-product form of Plancherel; polarize the norm identity if necessary.	-
III/13	4	exr:iii13-04		263	50c4015cfbf31796c2e4bf5dd92e2024cf4bf3ac39d08a3c09241431931a187d	24	0.0476	0.0556	1	PASS	Two \(L^2\) functions that differ on a null set represent the same transform class, so avoid pointwise claims unless extra regularity is present.	-
III/13	5	exr:iii13-05		273	9812398ff88c6a96401530241a8d7ab6a17bf6d428107cd35e19b2f99df7784d	19	0.0294	0.0556	1	PASS	If the Fourier transform vanishes in \(L^2\), Plancherel forces the original function to have zero \(L^2\) norm.	-
III/13	6	exr:iii13-06		283	6d90c0074292145ccf105728471538401ad6a51400ddf685e5be7b3e934bca8e	17	0.1852	0.0303	1	PASS	Multipliers bounded in frequency define bounded \(L^2\) operators; estimate by the essential supremum of the multiplier.	-
III/13	7	exr:iii13-07		293	d6a6a8950bdcc2a6dbc7a26de738bf237d2cd0a204c774b9f0e8ab24516ea5d3	18	0.0000	0.0000	1	PASS	For convolution in \(L^2\), verify the other factor provides enough integrability to make the product formula legitimate.	-
III/13	8	exr:iii13-08		303	f3c11da02b65b156ba533c0de422f64068fcba7fdeb6649bb43f4fc842fa4507	16	0.0270	0.0270	1	PASS	Check normalization constants by applying Plancherel to a Gaussian, where both sides can be computed independently.	-
III/13	9	exr:iii13-expand-01	Energy	320	dbaef114567d5bf2cd013240f109dafc40ce5e38c26d32e8cb3a4f97bfc295af	2	0.0000	0.0000	3	PASS	Use Plancherel.	-
III/13	10	exr:iii13-expand-02	Multiplier	330	16d28a8d0fd8e3e1b0d72eb262f929ec63fa32e4e0330c764c60ee87513698ae	3	0.0000	0.0000	1	PASS	Use multiplier bound.	-
III/13	11	exr:iii13-expand-03	Parseval	340	e7b04561c1086c722a63176da61313e12f579f4a8fcb804edb2a382129acdf69	2	0.0000	0.0000	1	PASS	Use Parseval.	-
III/13	12	exr:iii13-expand-04	Cutoff error	350	dbaef114567d5bf2cd013240f109dafc40ce5e38c26d32e8cb3a4f97bfc295af	2	0.0000	0.0000	3	PASS	Use Plancherel.	-
III/13	13	exr:iii13-expand-05	Zero transform	360	711066bc42cd816bb37a93e24e336d3dff03458849ab15383dcf9d76883f7bf1	2	0.0000	0.0000	1	PASS	Use unitarity.	-
III/13	14	exr:iii13-expand-06	Extension uniqueness	372	c4be4986c0aea0b90b58957ff72f624c88fab24958d9a0acfb789521d502840c	8	0.1818	0.0000	1	PASS	Schwartz space is dense and transform is continuous.	-
III/13	15	exr:iii13-expand-07	Parseval from norm	382	489bb9999652470ee1cbc0e3b4fabac46fb6102611e4dc1af8cdf0fe0a501212	2	0.2000	0.0000	1	PASS	Use polarization.	-
III/13	16	exr:iii13-expand-08	Multiplier proof	392	9b5b33e23f53acd763d228d1a592660104335466e443ac54cdcac71861808cc3	6	0.0000	0.0000	1	PASS	Use Plancherel and pointwise multiplier bound.	-
III/13	17	exr:iii13-expand-09	Cutoff convergence	402	be50ff8f8b4e67cbd515660697bd3add87f5e9971383173aa81e2afe9d805ab0	8	0.1429	0.1250	1	PASS	Use integrable tail of |hat f|\textasciicircum{}2.	-
III/13	18	exr:iii13-expand-10	L2 not L1	414	7f53c39d1b5d092eb0edd9ac05a4691a8abecb8ff8af9d22f74ba63687f92ee7	10	0.0000	0.0000	1	PASS	L2 does not imply L1 on the whole real line.	-
III/13	19	exr:iii13-expand-11	Unbounded multiplier	424	5f5752e4c614f028f217e194ca554d97b66ad2fda207eaaf70a9050ec8ff20f5	7	0.1111	0.0000	1	PASS	Concentrate spectral mass where m is large.	-
III/13	20	exr:iii13-expand-12	Pointwise identity	434	36c743df13aad38b88632190fe0ac59b8044978b8e0a1345b3b1b9cb2c4a2d5c	5	0.1250	0.0000	1	PASS	L2 elements are equivalence classes.	-
III/13	21	exr:iii13-expand-13	Energy filter	446	dbaef114567d5bf2cd013240f109dafc40ce5e38c26d32e8cb3a4f97bfc295af	2	0.0000	0.0000	3	PASS	Use Plancherel.	-
III/13	22	exr:iii13-expand-14	Derivative energy	456	f42d2975adb1f57f2cd808a96aa516d91aff3e317ef49a2cc1230491606b1950	5	0.0000	0.0000	1	PASS	Fourier derivative multiplies by frequency.	-
III/13	23	exr:iii13-expand-15	Projection	468	e6f9e2fedcdd597fec86a8ca97ea3d19b514082f89456f1693ae55d0181a21e8	11	0.0000	0.1429	1	PASS	Its multiplier is a real indicator with m\textasciicircum{}2=m.	-
III/13	24	exr:iii13-expand-16	Sobolev preview	478	8670c3e06e0dc1fefa17dc198c8525fcde89924fc3aedda92507ae54f37e5bed	5	0.0000	0.0000	1	PASS	Use Plancherel and derivative rule.	-
III/14	1	exr:iii14-01		213	569ede7e53fe34ce46539018c3533198fcd3362a66bf2abd804bd306ea9885ec	18	0.0541	0.0606	1	PASS	To prove Schwartz decay, bound \(x^\alpha\partial^\beta f(x)\) uniformly for every pair of multi-indices.	-
III/14	2	exr:iii14-02		223	79baccde3be16ca4a437ef7f55553098595aaca3c5c0a05af4141461065f56e8	15	0.0000	0.0625	1	PASS	Differentiation preserves the Schwartz class because it only changes the derivative index in the seminorms.	-
III/14	3	exr:iii14-03		233	cddcdd27a420c637f5dc3813ea12d1fe4abf711d96a101bb64a5447105060e6e	11	0.0667	0.0000	1	PASS	Polynomial multiplication preserves Schwartz decay by shifting the polynomial weight index.	-
III/14	4	exr:iii14-04		243	cbc974863589e7679212e67aef844548c34417bbff941c7bab5f83d59e4e05b7	18	0.0645	0.0625	1	PASS	For the Fourier transform, integrate by parts to trade powers of frequency for derivatives of the original function.	-
III/14	5	exr:iii14-05		253	765dcb91ddffd3465e1fe2cb9acd9c6ef2e2e4f43f8b423f331d5c666e04a53d	30	0.0930	0.1296	1	PASS	Smooth compactly supported functions are Schwartz already in physical space, and their Fourier transforms are Schwartz too. Compact support without smoothness does not imply Schwartz membership or rapid Fourier decay.	-
III/14	6	exr:iii14-06		263	02eaccd1a93fddada91679d86840db6e889a3210a6bcc4dd32ae9dd70a1c0b34	16	0.0444	0.0645	1	PASS	Use the Schwartz seminorms to quantify convergence instead of relying on pointwise or uniform convergence alone.	-
III/14	7	exr:iii14-07		273	aaef8ebd74b6a793d9d3c51ba7d6917be08c5cdfda617f271a9d4746a8b4c5d2	15	0.0606	0.0667	1	PASS	A function can be Schwartz without compact support; the Gaussian is the standard test case.	-
III/14	8	exr:iii14-08		283	1e36235aa6b7269934f4aeddc507f47819f7fe18776031f1cd8702e3fa059a7a	18	0.0000	0.0882	1	PASS	To show a map is continuous on Schwartz space, estimate each output seminorm by finitely many input seminorms.	-
III/14	9	exr:iii14-expand-01	Gaussian	300	cc08c1e434a9e5bddeae04adbc33c315b05dd874afe3a86e48c7bfcb6c3507ed	5	0.0000	0.0294	1	PASS	Polynomially weighted derivatives are bounded.	-
III/14	10	exr:iii14-expand-02	Compact support	310	e3d71528e3c5ee5e69790af6e5ae3f1ea1ebf3f8ac331c14f870474e4dcfc593	4	0.0000	0.0000	1	PASS	Outside support it vanishes.	-
III/14	11	exr:iii14-expand-03	Polynomial	320	20551ff05d5514554ecc10d43a0ea8c91042ebeb4733dce857a176565c37f280	3	0.0000	0.0000	1	PASS	Check rapid decay.	-
III/14	12	exr:iii14-expand-04	Derivative closure	330	485f47129ef99e7cf427f43c2402b28aced05a310aa6d2fa262def778db931ce	2	0.0000	0.0000	1	PASS	Use seminorms.	-
III/14	13	exr:iii14-expand-05	Polynomial multiplication	340	9cd2b29822aa434fc9e7c84f5f9ad6e01b86e6cf6ecfc0c2cc83fc406e1e2e31	3	0.0000	0.0000	1	PASS	Shift polynomial weights.	-
III/14	14	exr:iii14-expand-06	Derivative stability	352	25cae6fea2d2e2d934d7f4b3e2a4cda320bcd08b810edd66ecab4ab19fdf5e5b	7	0.0000	0.0769	1	PASS	Each seminorm becomes another higher derivative seminorm.	-
III/14	15	exr:iii14-expand-07	Polynomial stability	362	cc02558966b934aa3830503a720cc62ddfdf2a3ddb6076604b242ba3bf0f031e	3	0.0000	0.0000	1	PASS	Combine polynomial weights.	-
III/14	16	exr:iii14-expand-08	Fourier invariance	372	9100e13bb63a8e3cf0d3083ca1ab679cd5e7aaa84376f2a7f6df50b5ad75e5b2	10	0.0000	0.0000	1	PASS	Convert frequency moments and derivatives to spatial derivatives and moments.	-
III/14	17	exr:iii14-expand-09	Convolution closure	382	2726ba9347c1b6dafb1028a4429b57c88927fa7207a6172d82574ef618282939	8	0.0000	0.0000	1	PASS	Differentiate under the integral and distribute polynomial weights.	-
III/14	18	exr:iii14-expand-10	Rapid not compact	394	0784616a1acbf9fe39e835966194498ed9ad6fba7e84c873dad2f0f7bcd5264a	3	0.1667	0.0000	1	PASS	Use a Gaussian.	-
III/14	19	exr:iii14-expand-11	L1 not Schwartz	404	078fc6519621d3cc6c6d62a43fbf4ccccf68b914857399d0cb19770689d41e9c	4	0.0000	0.0000	1	PASS	Use an interval indicator.	-
III/14	20	exr:iii14-expand-12	Smooth not Schwartz	414	986762f3ded809d8f994f2ba3137ff6d68bf47cd22e5627db78f51b37bcc9df1	5	0.2000	0.0000	1	PASS	Use the constant function 1.	-
III/14	21	exr:iii14-expand-13	Test space	426	c045d5f193dae50067f7ac74c1be2f9bb380f8f02fdd5402db223ae3976005fb	8	0.0000	0.1111	1	PASS	It is smooth, rapidly decaying, and Fourier-invariant.	-
III/14	22	exr:iii14-expand-14	Regularization	436	650507480c31dc77ad411b5131f77d3823a88d9d87d9c14c10e523b96616b457	12	0.0000	0.0714	1	PASS	They are dense in many Lp/Sobolev settings and easy to manipulate.	-
III/14	23	exr:iii14-expand-15	Translation	448	d11c42b5b0e0009d506ee309141c75f49f5b38dfd26740047ad3af864aefb147	9	0.0000	0.0000	1	PASS	Expand powers of x using x-a plus a.	-
III/14	24	exr:iii14-expand-16	Modulation	458	81c20de87c417a006b64dbf391f7ad6d7bdcf0e83cfe901316b0de1eb7a066b3	8	0.0000	0.0000	1	PASS	Differentiate with Leibniz; the modulation has unit magnitude.	-
III/15	1	exr:iii15-01		225	66cb298defb0d676431ac08c10004c52d1441220b9cd884156e27de0b012822b	22	0.0000	0.0286	1	PASS	To construct a bump, start from the standard smooth function \(e^{-1/(1-|x|^2)}\) inside the unit ball and zero outside.	-
III/15	2	exr:iii15-02		235	b6863262314c4a3863575e19e657005172362533bf0a32d00b3ff5b4c7002083	13	0.0303	0.0526	1	PASS	Rescaling and translating a bump moves its support; compute the transformed support explicitly.	-
III/15	3	exr:iii15-03		245	4c08c60c2b7e87919b21c0c001699f8d3acb54aae000876275297060489eb6f9	16	0.0541	0.0000	1	PASS	Products of test functions remain test functions, with support contained in the intersection of the supports.	-
III/15	4	exr:iii15-04		255	490cde4252fec8bd411a7f7ad797cbdd29fd21f7070a1877d9a5c9e344f97a66	13	0.0303	0.0526	1	PASS	Differentiation does not enlarge support; use this when preparing integration-by-parts arguments.	-
III/15	5	exr:iii15-05		265	4d6ae3f75bc661d8d82791171af48ce2380c880abc989672ee67c5f83ad476ab	19	0.0238	0.1515	1	PASS	Convergence in \(C_c^\infty\) requires eventual support in one fixed compact set plus uniform convergence of every derivative.	-
III/15	6	exr:iii15-06		275	b1fce53bd0785fc200ac45e7478b2335b9874b1807745c712def7b55309f4254	21	0.0000	0.0000	1	PASS	To build a cutoff equal to one on \(K\subset U\), cover \(K\) by finitely many smaller neighborhoods and patch bumps.	-
III/15	7	exr:iii15-07		285	8ca5092fca00b7afec2a41ab4e2d6f3c334bbb0f02669d7f152d102bd286b193	18	0.0455	0.0789	1	PASS	Compact support kills boundary terms because the test function and all needed derivatives vanish outside a bounded region.	-
III/15	8	exr:iii15-08		295	e91ef3a4a10cbab3a2d24c0fbf4b2abaac0378f218cbe07996885e17ec5ee940	19	0.0294	0.0244	1	PASS	Do not confuse a sequence of supports shrinking or escaping to infinity with convergence in the test-function topology.	-
III/15	9	exr:iii15-expand-01	Scaled support	312	2ad52e0e0a946c5e43a551acb14ca73eb8f6f80dda5cd80089e2e8ed208fe3ad	5	0.0000	0.0000	1	PASS	Solve |(x-a)/r|<=1.	-
III/15	10	exr:iii15-expand-02	Derivative support	322	d2cb56f3a0325ab4a00cae06f277fec61f3c79959f1362743d0a8c62cf42df7e	12	0.1000	0.0000	1	PASS	A derivative vanishes wherever the function is identically zero on a neighborhood.	-
III/15	11	exr:iii15-expand-03	Product support	332	2676c7dc03ac95152b78ccfbcbf4cc39715326f2dfd0d1241fabba657fa02591	7	0.0000	0.0000	1	PASS	A nonzero product requires both factors nonzero.	-
III/15	12	exr:iii15-expand-04	Translation	342	8df26495aad9851f37cddb3cc29274e68602cc487ed5daf841c54f005e497644	7	0.0000	0.0000	1	PASS	Smoothness and compactness are invariant under translation.	-
III/15	13	exr:iii15-expand-05	Compact cutoff	352	beeb5345c96916cf490b0bf16b1c10b177b190b2e8ad6232455410c600f060ba	4	0.0000	0.0000	1	PASS	Recall the bump theorem.	-
III/15	14	exr:iii15-expand-06	Boundary terms	364	99e26e57923302aad3643a1ad713de6acd4e865a6d1a48036a5dc68f1b69f4fd	11	0.1538	0.0667	1	PASS	The test function and all derivatives vanish outside a compact set.	-
III/15	15	exr:iii15-expand-07	Product closure	374	12e291d2045bde787c7f3b290f5350197008f1107614ba43bcc28443916e8702	5	0.2222	0.2500	1	PASS	Use smoothness and compact support.	-
III/15	16	exr:iii15-expand-08	Fixed-support criterion	384	c90b2bc92fa4f459d410d201138433a13f43598ff2862fac4e17728935d40664	8	0.0667	0.1429	1	PASS	Test convergence requires one common eventual compact support.	-
III/15	17	exr:iii15-expand-09	Partition identity	394	6f68b28989eebd1283c4d20e9612836686a1fd0983b47524bd1f978aae21ff87	8	0.0000	0.0909	1	PASS	Only finitely many terms meet the compact support.	-
III/15	18	exr:iii15-expand-10	Pointwise not test convergence	406	10d14a7cf3fb08fdc03771f96651c72f50097ded8c3596303dd88bd30ebabea8	6	0.1111	0.0000	1	PASS	Translate one fixed bump to infinity.	-
III/15	19	exr:iii15-expand-11	Uniform alone insufficient	416	608b91a69f16d4c01e92b87aeba7d512b3ca554e1fc864292ba2b45d39bf1416	10	0.0556	0.1667	1	PASS	Derivatives also need uniform control and supports must remain fixed.	-
III/15	20	exr:iii15-expand-12	Compact support not preserved by arbitrary composition	426	757309da9fbbcc3d1d89046a97d41e7aa1d7dab165575fe40505697c27821713	10	0.1304	0.0909	1	PASS	The inverse image of a compact support may be noncompact.	-
III/15	21	exr:iii15-expand-13	Localization	438	95e8a046f94af7450fce0dc8cc5bd7bc37ea32064f0f755128288fe9eef74f4a	9	0.0000	0.0370	1	PASS	The cutoff removes distant behavior without changing local action.	-
III/15	22	exr:iii15-expand-14	Numerical patching	448	cbfc898a1775cbcb105664ba34fb39dec9976b4980f62e8ddbd23268afd9dd39	10	0.0000	0.0000	1	PASS	Local basis functions can be assembled into a global object.	-
III/15	23	exr:iii15-expand-15	Nested cutoffs	460	6b91a5c4f22c509ae2ca818dd392e8bf8f2c01ef63a83b0fbf56c08a16a490cd	12	0.2222	0.0000	1	PASS	Use two nested compact neighborhoods between K and the boundary of U.	-
III/15	24	exr:iii15-expand-16	Test topology versus Schwartz	470	8eb8480692f8e8707fd4438ea07d9e39204d1d43ab77c835af19e94e38f44c33	17	0.0000	0.0000	1	PASS	Schwartz convergence allows supports to spread if weighted seminorms shrink, while test convergence fixes eventual compact support.	-
III/16	1	exr:iii16-01		229	cc0574b173bd6ee22c876f1befc4f58ed9783cff14939adc21f686a1ad231342	20	0.0541	0.0513	1	PASS	To verify a distribution, check linearity and estimate its action by finitely many test-function seminorms on each compact set.	-
III/16	2	exr:iii16-02		239	56445d9590acc69d23991a6186d80ec3baeb81268ed6fcf7702166238a8cdeda	20	0.0556	0.1081	1	PASS	A locally integrable function acts by \(T_f(\phi)=\int f\phi\); use local integrability because \(\phi\) has compact support.	-
III/16	3	exr:iii16-03		249	3134ecebbe9f7963baffa53a923323e37aa8cab799fc97db3695c22aee365841	18	0.0270	0.0333	1	PASS	The distributional derivative is defined by \(T'(\phi)=-T(\phi')\); the minus sign comes from integration by parts.	-
III/16	4	exr:iii16-04		259	6c24abb256f82d46bdfa68d47057dd8a485652b5f547b3323bf5fed28ae3c720	17	0.0333	0.0556	1	PASS	For Heaviside, integrate \(-\int_0^\infty \phi'(x)\,dx\) and use compact support to evaluate the endpoint.	-
III/16	5	exr:iii16-05		269	ae4f3209c85be577aa5635ef2a505d8313d8889d5be11f764d0d610706ac0aab	20	0.0526	0.0938	1	PASS	To prove convergence of distributions, fix an arbitrary test function first and pass to the scalar limit of the pairings.	-
III/16	6	exr:iii16-06		279	e4e93fff75578be313cf947559609e19c6219662bd554a08ae00352cd28338ca	20	0.0645	0.0556	1	PASS	Multiplication by a smooth function is defined by moving the multiplier onto the test function: \((aT)(\phi)=T(a\phi)\).	-
III/16	7	exr:iii16-07		289	6ec6bff1a298524db12f191c7722deac8b31755afc57baa2979476a8a1e37ed2	17	0.0000	0.0909	1	PASS	For a differential operator, move every derivative onto the test function with the appropriate sign before simplifying.	-
III/16	8	exr:iii16-08		299	91dace176c8eab60e49aa57a84f3aa9941afb223378b59caa675bbfd29ac4f91	20	0.0238	0.0294	1	PASS	Do not evaluate a general distribution at a point; only its action on test functions is defined without extra structure.	-
III/16	9	exr:iii16-expand-01	Dirac action	316	d67bf832d46a40511cb851cd5e806675c2c6db3f0b8fd0b65046322914973ca5	3	0.0000	0.0000	1	PASS	Use point evaluation.	-
III/16	10	exr:iii16-expand-02	Dirac derivative	326	077d65d919acac01ad09824f1198b6d5c48ed8ad871423e87ac4b9f72ffb3123	5	0.0000	0.0000	1	PASS	Use the distributional derivative definition.	-
III/16	11	exr:iii16-expand-03	Heaviside derivative	336	3a2d0a2ce0603cbc5774b2be3156927e6a81265ae47b64972f76b4caf01701c9	8	0.0000	0.0000	1	PASS	Integrate by parts on the positive half-line.	-
III/16	12	exr:iii16-expand-04	Smooth multiplier	346	1d70fb3874547c83a4604c042c4daab8903066b5236f68e30533e3b633b7f959	6	0.0000	0.1429	1	PASS	Move multiplication to the test function.	-
III/16	13	exr:iii16-expand-05	Distributional convergence	356	5c6591e2341486711b866b3c50bd217b02748bb7db6b44c96cb31b8752dcbd1c	5	0.1429	0.0000	1	PASS	Fix an arbitrary test function.	-
III/16	14	exr:iii16-expand-06	Regular derivative	368	9223e51ea82ebbb636f2e5f4cad9ab09063fff3bcca425ff400dbf37e68c5c43	3	0.0000	0.0000	3	PASS	Integrate by parts.	-
III/16	15	exr:iii16-expand-07	Derivative continuity	378	59b6cd6f455e3e08e1d77ec793582a681993e621560b54f289c516a2c7b2162e	8	0.1250	0.2500	1	PASS	Move the derivative to the fixed test function.	-
III/16	16	exr:iii16-expand-08	Linearity	388	c6f87b39f559f58a3a69dbc6b06195b05a118a0b7ef1c985af4fa984223ab9d3	7	0.0000	0.0000	1	PASS	Apply the definition to a linear combination.	-
III/16	17	exr:iii16-expand-09	Leibniz smooth factor	398	666d941c37800aa4357fe6bbe103ac61fea586d9fab3b02af742010da7aa3a5e	9	0.0000	0.1111	1	PASS	Evaluate on a test function and expand (a phi)'.	-
III/16	18	exr:iii16-expand-10	Dirac not ordinary function	410	bf153fe54ae88675022fea285c06a08312ddcc8134ecefd9a48e0017be7e1af6	9	0.0000	0.0000	1	PASS	Test with bumps supported in shrinking neighborhoods of zero.	-
III/16	19	exr:iii16-expand-11	Pointwise derivative failure	420	f3fdc516f6a505b7872c0ae57b08d76551b53b022467839e9b4e9a7a183c9db2	6	0.1250	0.0000	1	PASS	Distributional differentiation tests across the jump.	-
III/16	20	exr:iii16-expand-12	Weak convergence versus pointwise	430	9133e4ece8249faed805724793d81cfaffbb207d61054b28471e9b7492365730	9	0.0385	0.0000	1	PASS	Distributions may be singular and have no point values.	-
III/16	21	exr:iii16-expand-13	Impulse model	442	9ad6cc6425e0523ea4eb40fbd2ccc90109a6ee641e7c758b085070d07dfb791e	9	0.0000	0.0000	1	PASS	It concentrates finite action at a lower-dimensional set.	-
