path	proposed_action	final_action	artifact_class	reason
imports/problem_inventory/STRUCTURAL_STATUS_DISPOSITION_AWARE.md	REVIEW	KEEP_STAGE	canonical_record	Durable reconciliation provenance: disposition/applied repair/current status/semantic state/final certification.
imports/problem_inventory/STRUCTURAL_SUPERSESSION_PREVIEW.tsv	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/STRUCTURAL_SUPERSESSION_QUALITY_V3.tsv	REVIEW	REMOVE_IGNORE	derived_audit	Reproducible derived audit/status output; canonical decisions and summaries retained.
imports/problem_inventory/SUPERSEDED_STRUCTURAL_ROWS.tsv	REVIEW	KEEP_STAGE	canonical_record	Durable reconciliation provenance: disposition/applied repair/current status/semantic state/final certification.
imports/problem_inventory/SUPERSEDED_STRUCTURAL_ROWS_PREVIEW.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/TIER2_EDITORIAL_RESOLUTION_PLAN.md	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/TIER2_EDITORIAL_RESOLUTION_PLAN.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/TIER2_ORPHAN_EDITORIAL_DECISIONS.tsv	KEEP_STAGE	KEEP_STAGE	canonical_decision_record	Explicit decision/override/exception/disposition record; preserve non-reconstructible editorial judgement.
imports/problem_inventory/TIER2_ORPHAN_REVIEW_CANDIDATES.tsv	REVIEW	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/TIER2_ORPHAN_REVIEW_PACKET.md	REMOVE_IGNORE	REMOVE_IGNORE	transient_working_artifact	Superseded working material (preview/packet/candidate/ranking/plan/review queue or intermediate state); final records carry the provenance.
imports/problem_inventory/TIER2_ORPHAN_REVIEW_SUMMARY.md	REVIEW	REMOVE_IGNORE	superseded_or_reproducible	Not a durable decision/current final state; superseded or reproducible from canonical ledgers and scripts.
