source_file	source_path	source_block_id	source_instance	kind	title	destination	source_paired_solution	section_title	source_hash
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	T02.THEORY_CHILDREN	theory-of-algebraic-topology-6.tex:theorem:002	theorem	Mayer--Vietoris	VIII/17	NO	Mayer--Vietoris sequence	1c06c22f761a8f494172a81fa64773d91c7fab1e513d7788490c51dce375b3db
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	T02.THEORY_CHILDREN	theory-of-algebraic-topology-6.tex:proposition:003	proposition	for closed surfaces g s n s n 2g	VIII/17	NO	Key surface consequence	bd86838a4e724dcbc4e487c6ff9a461bfcd5fb91ca9ae9475b9942d55aebd2c9
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:004	example	Torus connected sum projective plane	VIII/15	NO	Concrete examples	a365aa9e84d1c01de9bb595d08adcb0beda0d847697167caf80c597c1ce87f45
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:005	example	Torus connected sum Klein bottle	VIII/15	NO	Concrete examples	5c2ece4263d6081600802481e179bbdfaf71be7074dd902e534b0f080d4ba850
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:006	example	Euler characteristic check	VIII/15	NO	Concrete examples	31e389fe495b5a55fba94af46a8df4f3f284865e1c152de55fecaa8d2d9987d0
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:007	definition	a continuous surjective map p x x is a covering map if for every	VIII/15	NO	Covering maps	0f9e5d4c18b7a12cb6173b90a1b92c6f62c984ce69a319527d951b4ee704d31b
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:008	definition	if every point of x has exactly n preimages under p then p is	VIII/15	NO	Covering maps	bd42d9b3645f2d21d4f10459e3e861ca79bf560190c79a7465594f3afa3b29c3
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:009	definition	a deck transformation of a covering p x x is a homeomorphism h x	VIII/15	NO	Deck transformations	6b5b036526044440241d7db5130a29aa1ee09723d6d2b00a84e7a947a6bd3792
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:010	definition	if a finite cw complex or triangulated space has c i cells or simplices	VIII/15	NO	Euler characteristic	5c8bc10b1cb7ac091fab27e51720eda7aeebee0f93ab34d450094fc453c9c8e0
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:proposition:011	proposition	if p x x is an n sheeted covering of finite triangulated spaces then	VIII/15	NO	Multiplicativity under finite covers	4df983e1043aa35b1bd26f889cc8f7c888d55aa63a2c91c62c5aba1ef29e0662
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:012	example	Double cover of a genus $2$ surface	VIII/15	NO	Concrete examples	a175e44c6ad07a057d00e07351d77053a470e139e89f3bf56a48d29509cb13ac
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:013	example	Triple cover of a genus $3$ surface	VIII/15	NO	Concrete examples	32909a9d1618d3ae3b3cd48f8ac433eb5c3589e23bf17c3f6b675be679ea3d8c
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:014	example	Torus covering torus	VIII/15	NO	Concrete examples	abe24be9165118ff45e6d08321223512addf083ae9b4632590657859fb4fa886
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:definition:015	definition	if f s n s n is continuous the induced map f h n	VIII/15	NO	Degree of a map on a sphere	7e3f00e92e7b1391a40d035e01e3bd07913f712e74f3a2ba86f8ad31b295c427
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:proposition:016	proposition	if s 2k x is a covering map then 1 x e or 2	VIII/15	NO	Consequence for the deck group	f00b9c0f91963abf677634cec5d0ff857fb5ede0042b2016027aa38ea99c5f8c
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:017	example	The sphere $S^2$	VIII/15	NO	Concrete examples	f7203fabde6ef4bd473b2ffe5747cccd49e0cfda4db41d4c76b9ab12418153b7
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:018	example	Why this is special to even spheres	VIII/15	NO	Concrete examples	8072fec0d4e97a15c042cf753ddd86f5d094f78a234b9da10cfa9fa797180fb5
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	T02.THEORY_CHILDREN	theory-of-algebraic-topology-6.tex:definition:019	definition	let f x x be a continuous map on a space whose rational homology	VIII/17	NO	The Lefschetz number	8fbc15366392f3bb40afd944b35ab2f4a907f0ca35b5704765f0cf487225b0b2
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	T02.THEORY_CHILDREN	theory-of-algebraic-topology-6.tex:theorem:020	theorem	Lefschetz fixed point theorem	VIII/17	NO	Lefschetz fixed point theorem	6bc735d8434da6b6a505f6610d12b28f662a39e63642002f84e8dacee99babc4
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-6.tex:proposition:021	proposition	let f k k be a simplicial isomorphism and let x x k f	VIII/15	NO	Main statement	37ec719c53ba5b33cf71a864b0a646cd889b4d9ce41b0627e6d41949220fa09e
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:022	example	Identity map	VIII/15	NO	Concrete examples	8749493674f9d45fe49a5f606818687c525d621b706bf053fe86b0d7a2bb5663
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:023	example	Reflection of an interval	VIII/15	NO	Concrete examples	868808b86737e8ee99c3dfaa9507b07eecceae36e9352e06c6c5c51f81cf8eed
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:024	example	Rotation of a triangle	VIII/15	NO	Concrete examples	7c54f9f7e211829a42c4c83dee1be800138faec1020bafaf2577ea7245245a88
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:025	example	Reflection of a square	VIII/15	NO	Concrete examples	e2b9a672357066e91f901ddfdcbbaf3724ef22028e448428b9e95af71c9082cd
theory-of-algebraic-topology-6.tex	chapters/tex/theory-of-algebraic-topology-6.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-6.tex:example:026	example	Antipodal map on $S^{2k}$	VIII/15	NO	Concrete examples	80b43edd58fa077ed4a999a94b21ef7599124e3671f9572636a33bda31066280
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:001	definition	The group \(C_0(G)\)	VIII/17	NO	Chain groups	d7bb28622a675703cbe642b48aac91e65be62990da7925a394793e4e790020cd
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:002	definition	The group \(C_1(G)\)	VIII/17	NO	Chain groups	96742161adcae665ed209ea8c0b907fa6ed4eec89c7e7d5893d1d1107f2ef5b1
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:003	definition	Boundary of an edge	VIII/17	NO	The boundary map	84ea8aa116aadb264f19e272a0994554e02ce2f7d7f23fa0243b7ade65c1bfbc
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:004	definition	Cycle	VIII/17	NO	The boundary map	f37a414c35b1bb6bfff10ee85e009086b3bd55f42f9aa698f2c59a111f05235a
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:example:005	example	A single edge	VIII/17	NO	More worked examples	641ef1bc89a4168ee0b859b76661bafca90bfc90873ad0d1bbf33e58db4a01c2
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:example:006	example	A triangle	VIII/17	NO	More worked examples	dd77cb422fb432d6243474de82de2b5c9e1e5d72b79a4714796d2808506fd7f7
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:example:007	example	A tree	VIII/17	NO	More worked examples	a8cbce6b7d04ed350df6aba0313c30a8f698dfa80798a47a4fc6450d18cac058
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:example:008	example	Two disjoint circles	VIII/17	NO	More worked examples	aa03601642bac341061c36b3112955562717df69c5f1b9c8e76b1b8d7ed90b35
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:example:009	example	The theta graph	VIII/17	NO	More worked examples	549975a1f449cc501091843702c51d8762e9e2a2552e36bbd73bc519dc39ec95
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:010	definition	Orientation of a simplex	VIII/17	NO	Orientations of simplices	aff3ecb73db142b3da3b2ad3221b702896e22e1768354efe63b76a3cb9785b0f
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:definition:011	definition	Simplicial \(k\)-chain	VIII/17	NO	Chains	5093c9f86a719cca88029aa0570c69a048bc2086e4a9c37e1eae62ae3dc7b008
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:012	definition	Boundary map	VIII/17	NO	The boundary operator	738a4193c8c2179ba68053285235c6851fe8d4079d18f084baa503fae8dfcf67
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:013	definition	Cycles	VIII/17	NO	Cycles and boundaries	e1f9ed1afab263a4b7ac072941f2c9dba36c02dd43c38cb1959ac484d4292fee
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-7.tex:definition:014	definition	Boundaries	VIII/17	NO	Cycles and boundaries	6f45ae8fd97240d09e1e4c3a38296729d107ccd7af6bedd7218c907e20f9d3ec
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:001	visual	A quotient-square model of the torus \(T^2\). Opposite horizontal edges are identified, and opposite vertical edges are identified.	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	3733ad81bb166138d5e7cfe03f2030a49cc1aba2421fcf7d2190e1908718d1f0
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:002	visual	Disk model of \(\mathbb{RP	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	95535d5c0f1ae9f712e20c8b8a906bd75aef7edb42a4c932c161b0ad2159c5ab
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:003	visual	Square model for \(\mathbb{RP	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	4887c0a115a8bd4e67a6e4e3b6c349fe816626d1b158c1fdc7ed668d178a9d0a
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:004	visual	A quotient-square model of the torus \(T^2\). Opposite horizontal edges are identified, and opposite vertical edges are identified.	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	3733ad81bb166138d5e7cfe03f2030a49cc1aba2421fcf7d2190e1908718d1f0
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:005	visual	Disk model of \(\mathbb{RP	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	95535d5c0f1ae9f712e20c8b8a906bd75aef7edb42a4c932c161b0ad2159c5ab
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-7.tex:visual:006	visual	Square model for \(\mathbb{RP	VIII/17	YES	Quotient pictures for the torus and for \texorpdfstring{$\mathbb{RP	4887c0a115a8bd4e67a6e4e3b6c349fe816626d1b158c1fdc7ed668d178a9d0a
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.SECTION	theory-of-algebraic-topology-7.tex:visual:007	visual	A fully worked example	VIII/17	YES	A fully worked example	10563db3c66760d5d7474950bb361379b769bbe23263aa6ec0d5d7e209ceee0e
theory-of-algebraic-topology-7.tex	chapters/tex/theory-of-algebraic-topology-7.tex	T01.SECTION	theory-of-algebraic-topology-7.tex:visual:008	visual	More worked examples	VIII/17	YES	More worked examples	5b4ce14b180ddadb9e0a4b2b9723f239acdc6e17b2041e78003bb8a91e2961c6
theory-of-algebraic-topology-8.tex	chapters/tex/theory-of-algebraic-topology-8.tex	T01.THEORY_CHILDREN	theory-of-algebraic-topology-8.tex:definition:001	definition	let x be the polyhedron of a finite simplicial complex k if c i	VIII/21	NO	Definition from a triangulation	a68e91644c561b9b90f556481820e31282205a4d29116e181c0a9b28f0741f2e
theory-of-algebraic-topology-8.tex	chapters/tex/theory-of-algebraic-topology-8.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-8.tex:definition:002	definition	a 2 chain c is called a 2 cycle if 2 c 0 that	VIII/21	NO	Chains, cycles, and boundaries	2ef121792b40f56a2ec7c66ac884d499f4aba8d504c8771a64f10e8b4ce7eb11
theory-of-algebraic-topology-8.tex	chapters/tex/theory-of-algebraic-topology-8.tex	FALLBACK.ALL_UNMATCHED	theory-of-algebraic-topology-8.tex:definition:003	definition	a 2 cycle c is called a 2 boundary if there exists a 3	VIII/21	NO	Chains, cycles, and boundaries	bd78960eac869b79760491f7416acf73eb60afd7e56bf11191cd73d08fd0c721
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:001	visual	The cycle \(\sigma_1+\sigma_2\), the degenerate singular \(2\)-simplices \(\tau_1,\tau_2\), and the cancellation giving \(\partial x=\sigma_1+\sigma_2\).	VIII/17	YES	A single combined figure	63ebf18ea535509033a4e2cb0653c451960c9daa4bd08dcfee9fddf33011901d
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:002	visual	Diagram of the two paths	VIII/17	YES	Diagram of the two paths	b565730f4dd1b544baeb38c49b271982547004c841b8b676e7fd8e0b648ee45f
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:003	visual	Diagram of the degenerate triangles	VIII/17	YES	Diagram of the degenerate triangles	f40d0fa62bfa97996fe0c51e3316d8d57c32f7d399b8aba5543bff15972b20e9
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:004	visual	Diagram of the degenerate triangles	VIII/17	YES	Diagram of the degenerate triangles	fbf9e3e9886ca37ed5e54d602c0286c9cf4950c3befb84b5bc3d5b7555bb59fd
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:005	visual	Colored diagram of the two paths	VIII/17	YES	Colored diagram of the two paths	539ce9dc07ac81042ae71df3948a9f397de4927c9c47890b91d2bbebadf8daf3
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:006	visual	Colored diagram of the first degenerate \(2\)-simplex \(\tau_1=[0,1,0]\)	VIII/17	YES	Colored diagram of the first degenerate \(2\)-simplex \(\tau_1=[0,1,0]\)	6139f26846c1a142ce8620b57bf474f791a0288c99e66acc992633b5424ecaa1
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:007	visual	Colored diagram of the second degenerate \(2\)-simplex \(\tau_2=[0,0,1]\)	VIII/17	YES	Colored diagram of the second degenerate \(2\)-simplex \(\tau_2=[0,0,1]\)	394150836678317b34cdbf18c283300c2390844995ba349e020166221274e082
theory-of-algebraic-topology-9.tex	chapters/tex/theory-of-algebraic-topology-9.tex	T02.SECTION	theory-of-algebraic-topology-9.tex:visual:008	visual	Collapsing picture in \(\mathbb{R	VIII/17	YES	Collapsing picture in \(\mathbb{R	683038c1a3bb397d752dd3268e216473c43577257bf1a24d49c3a5d31e79fa71
latex_embed_examples_3_5.tex		S01	latex_embed_examples_3_5.tex#S01	visual	quotient/homology diagrams Problems 3-5	VIII/18	YES		LEDGER_ROW
latex_embed_examples_3_5.tex		S02	latex_embed_examples_3_5.tex#S02	visual	Moore space realization	VIII/25	YES		LEDGER_ROW
latex_embed_examples_3_5.tex		FALLBACK.ALL_UNMATCHED	latex_embed_examples_3_5.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/18	YES		LEDGER_ROW
problems_9_10_visuals_embedded.tex		S01	problems_9_10_visuals_embedded.tex#S01	visual	relative disk-sphere pairing	VIII/19	YES		LEDGER_ROW
problems_9_10_visuals_embedded.tex		S02	problems_9_10_visuals_embedded.tex#S02	visual	annulus connecting map	VIII/28	YES		LEDGER_ROW
problems_9_10_visuals_embedded.tex		S03	problems_9_10_visuals_embedded.tex#S03	visual	Bockstein RP2	VIII/25	YES		LEDGER_ROW
problems_9_10_visuals_embedded.tex		S04	problems_9_10_visuals_embedded.tex#S04	visual	projective-space parity	VIII/33	YES		LEDGER_ROW
problems_9_10_visuals_embedded.tex		FALLBACK.ALL_UNMATCHED	problems_9_10_visuals_embedded.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/19	YES		LEDGER_ROW
problems_9_10_visuals_snippet.tex		S01	problems_9_10_visuals_snippet.tex#S01	visual	Problems 9-10 visual snippet	VIII/25	YES		LEDGER_ROW
problems_9_10_visuals_snippet.tex		FALLBACK.ALL_UNMATCHED	problems_9_10_visuals_snippet.tex#FALLBACK.ALL_UNMATCHED	visual	remaining support content	VIII/25	YES		LEDGER_ROW
