chapter_code	source_file	source_block_id	block_kind	source_selector	action	precedence	audit_status	legacy_source_exists	canonical_target	resolution
VI/28	theory-of-algebraic-geometry-7.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(normalization|integral closure|normal scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/28	theory-of-algebraic-geometry-7.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(normalization|integral closure|normal scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-6.tex	T05.SECTION	SECTION_OR_SUBSECTION	dimension|chain of primes	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-6.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(dimension|chain of primes)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-6.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(dimension|chain of primes)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-8.tex	T01.SECTION	SECTION_OR_SUBSECTION	Krull dimension|chain of prime	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-8.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Krull dimension|chain of prime)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-8.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Krull dimension|chain of prime)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/29	theory-of-algebraic-geometry-8.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/30	theory-of-algebraic-geometry-8.tex	T02.SECTION	SECTION_OR_SUBSECTION	dimension of scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/30	theory-of-algebraic-geometry-8.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(dimension of scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/30	theory-of-algebraic-geometry-8.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(dimension of scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/31	theory-of-algebraic-geometry-8.tex	T03.SECTION	SECTION_OR_SUBSECTION	codimension|height	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/31	theory-of-algebraic-geometry-8.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(codimension|height)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/31	theory-of-algebraic-geometry-8.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(codimension|height)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-algebraic-geometry-8.tex	T05.SECTION	SECTION_OR_SUBSECTION	tangent|local dimension	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-algebraic-geometry-8.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tangent|local dimension)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-algebraic-geometry-8.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tangent|local dimension)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-commutative-algebra-12.tex	T03.SECTION	SECTION_OR_SUBSECTION	tangent space|m/m^2|cotangent	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-commutative-algebra-12.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tangent space|m/m^2|cotangent)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/32	theory-of-commutative-algebra-12.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tangent space|m/m^2|cotangent)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/33	theory-of-algebraic-geometry-9.tex	T05Q.SECTION	SECTION_OR_SUBSECTION	coherent|quasi-coherent	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/33	theory-of-algebraic-geometry-9.tex	T05Q.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(coherent|quasi-coherent)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/33	theory-of-algebraic-geometry-9.tex	T05Q.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(coherent|quasi-coherent)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/34	theory-of-algebraic-geometry-4.tex	T01.SECTION	SECTION_OR_SUBSECTION	graded ring|homogeneous	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/34	theory-of-algebraic-geometry-4.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(graded ring|homogeneous)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/34	theory-of-algebraic-geometry-4.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(graded ring|homogeneous)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/34	theory-of-algebraic-geometry-4.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/35	theory-of-algebraic-geometry-4.tex	T02.SECTION	SECTION_OR_SUBSECTION	Proj	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/35	theory-of-algebraic-geometry-4.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Proj)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/35	theory-of-algebraic-geometry-4.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Proj)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/36	theory-of-algebraic-geometry-4.tex	T03.SECTION	SECTION_OR_SUBSECTION	projective space|P^n	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/36	theory-of-algebraic-geometry-4.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(projective space|P^n)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/36	theory-of-algebraic-geometry-4.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(projective space|P^n)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/37	theory-of-algebraic-geometry-4.tex	T04.SECTION	SECTION_OR_SUBSECTION	projective scheme	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/37	theory-of-algebraic-geometry-4.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(projective scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/37	theory-of-algebraic-geometry-4.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(projective scheme)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-4.tex	T05.SECTION	SECTION_OR_SUBSECTION	projective morphism|closed embedding	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-4.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(projective morphism|closed embedding)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-4.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(projective morphism|closed embedding)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-9.tex	T05P.SECTION	SECTION_OR_SUBSECTION	projective morphism	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-9.tex	T05P.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(projective morphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/38	theory-of-algebraic-geometry-9.tex	T05P.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(projective morphism)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-10.tex	T01.SECTION	SECTION_OR_SUBSECTION	divisor|Picard|line bundle|coherent	COMPARE_AND_MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-10.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(divisor|Picard|line bundle|coherent)	COMPARE_AND_MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-10.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(divisor|Picard|line bundle|coherent)	COMPARE_AND_MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-10.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	COMPARE_AND_MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-9.tex	T01.SECTION	SECTION_OR_SUBSECTION	Weil divisor|prime divisor	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-9.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Weil divisor|prime divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-9.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Weil divisor|prime divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/39	theory-of-algebraic-geometry-9.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/40	theory-of-algebraic-geometry-9.tex	T02.SECTION	SECTION_OR_SUBSECTION	Cartier divisor	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/40	theory-of-algebraic-geometry-9.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cartier divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/40	theory-of-algebraic-geometry-9.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cartier divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/41	theory-of-algebraic-geometry-9.tex	T03.SECTION	SECTION_OR_SUBSECTION	class group|divisor class	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/41	theory-of-algebraic-geometry-9.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(class group|divisor class)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/41	theory-of-algebraic-geometry-9.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(class group|divisor class)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-algebraic-geometry-9.tex	T04.SECTION	SECTION_OR_SUBSECTION	line bundle|invertible sheaf|Picard	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-algebraic-geometry-9.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(line bundle|invertible sheaf|Picard)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-algebraic-geometry-9.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(line bundle|invertible sheaf|Picard)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-differential-geometry-5.tex	T04.SECTION	SECTION_OR_SUBSECTION	Picard|line bundle	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-differential-geometry-5.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Picard|line bundle)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/42	theory-of-differential-geometry-5.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Picard|line bundle)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-algebraic-geometry-19.tex	T03.SECTION	SECTION_OR_SUBSECTION	plane cubic|cubic curve	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-algebraic-geometry-19.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(plane cubic|cubic curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-algebraic-geometry-19.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(plane cubic|cubic curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-4.tex	T05.SECTION	SECTION_OR_SUBSECTION	affine curve|plane curve	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-4.tex	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(affine curve|plane curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-4.tex	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(affine curve|plane curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-5.tex	T01.SECTION	SECTION_OR_SUBSECTION	plane cubic|cubic curve	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-5.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(plane cubic|cubic curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-5.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(plane cubic|cubic curve)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/43	theory-of-differential-geometry-5.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/44	theory-of-differential-geometry-5.tex	T02.SECTION	SECTION_OR_SUBSECTION	Cremona|birational map	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/44	theory-of-differential-geometry-5.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cremona|birational map)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/44	theory-of-differential-geometry-5.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cremona|birational map)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/45	theory-of-differential-geometry-5.tex	T03.SECTION	SECTION_OR_SUBSECTION	blow-up|blowup|exceptional divisor	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/45	theory-of-differential-geometry-5.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(blow-up|blowup|exceptional divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/45	theory-of-differential-geometry-5.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(blow-up|blowup|exceptional divisor)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/46	theory-of-algebraic-geometry-11.tex	T01.SECTION	SECTION_OR_SUBSECTION	flabby|flasque	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/46	theory-of-algebraic-geometry-11.tex	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(flabby|flasque)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
